[بسم, 115]
 [فحكمه, 1]
 [يذرؤكم, 1]
 [كمثله, 1]
 [شرع, 1]
 [وصى, 1]
 [تتفرقوا, 1]
 [أورثوا, 1]
 [فلذلك, 1]
 [واستقم, 1]
 [لأعدل, 1]
 [يحاجون, 1]
 [استجيب, 1]
 [حجتهم, 2]
 [داحضة, 1]
 [وعليهم, 1]
 [يمارون, 1]
 [نزد, 2]
 [حرثه, 1]
 [شرعوا, 1]
 [روضات, 1]
 [الجنات, 1]
 [يبشر, 1]
 [المودة, 1]
 [يقترف, 1]
 [يختم, 1]
 [ويمح, 1]
 [ويستجيب, 1]
 [بسط, 1]
 [لبغوا, 1]
 [قنطوا, 1]
 [وينشر, 1]
 [بث, 1]
 [جمعهم, 1]
 [الجوار, 3]
 [كالأعلام, 2]
 [يسكن, 1]
 [فيظللن, 1]
 [رواكد, 1]
 [ظهره, 2]
 [يوبقهن, 1]
 [ويعف, 1]
 [يجتنبون, 2]
 [والفواحش, 2]
 [غضبوا, 1]
 [يغفرون, 1]
 [وأمرهم, 1]
 [شورى, 1]
 [البغي, 1]
 [وجزاء, 1]
 [انتصر, 1]
 [ويبغون, 1]
 [صبر, 2]
 [وغفر, 1]
 [طرف, 1]
 [خفي, 1]
 [ينصرونهم, 2]
 [لربكم, 1]
 [ملجإ, 1]
 [يهب, 1]
 [ويهب, 1]
 [الذكور, 1]
 [يزوجهم, 1]
 [ذكرانا, 1]
 [وإناثا, 1]
 [عقيما, 1]
 [يكلمه, 1]
 [وحيا, 1]
 [فيوحي, 1]
 [روحا, 1]
 [نهدي, 1]
 [لتهدي, 1]
 [تصير, 1]
 [أفنضرب, 1]
 [صفحا, 1]
 [مسرفين, 1]
 [فأهلكنا, 1]
 [بطشا, 2]
 [ومضى, 1]
 [فأنشرنا, 1]
 [تركبون, 1]
 [لتستووا, 1]
 [ظهوره, 1]
 [استويتم, 1]
 [وتقولوا, 1]
 [لمنقلبون, 1]
 [بنات, 1]
 [وأصفاكم, 1]
 [ينشأ, 1]
 [الحلية, 1]
 [أشهدوا, 1]
 [ستكتب, 1]
 [شهادتهم, 1]
 [ويسألون, 1]
 [عبدناهم, 1]
 [بذلك, 3]
 [مستمسكون, 1]
 [مقتدون, 1]
 [بأهدى, 1]
 [براء, 1]
 [وجعلها, 1]
 [باقية, 2]
 [عقبه, 1]
 [متعت, 1]
 [ورسول, 1]
 [القريتين, 1]
 [يقسمون, 1]
 [قسمنا, 1]
 [معيشتهم, 1]
 [ليتخذ, 1]
 [ورحمت, 1]
 [لجعلنا, 2]
 [لبيوتهم, 1]
 [فضة, 4]
 [ومعارج, 1]
 [يظهرون, 1]
 [ولبيوتهم, 1]
 [أبوابا, 2]
 [وسررا, 1]
 [يتكئون, 1]
 [وزخرفا, 1]
 [يعش, 1]
 [نقيض, 1]
 [ليصدونهم, 1]
 [المشرقين, 2]
 [القرين, 1]
 [نذهبن, 1]
 [وعدناهم, 1]
 [مقتدرون, 1]
 [فاستمسك, 1]
 [لذكر, 2]
 [ولقومك, 1]
 [أجعلنا, 1]
 [يضحكون, 3]
 [نريهم, 1]
 [وأخذناهم, 1]
 [وهذه, 1]
 [تحتي, 1]
 [أسورة, 1]
 [مقترنين, 1]
 [فاستخف, 1]
 [فأطاعوه, 1]
 [آسفونا, 1]
 [انتقمنا, 1]
 [سلفا, 1]
 [للآخرين, 1]
 [أآلهتنا, 1]
 [ضربوه, 1]
 [خصمون, 1]
 [يخلفون, 1]
 [لعلم, 1]
 [للساعة, 1]
 [تمترن, 1]
 [واتبعون, 1]
 [يصدنكم, 1]
 [ولأبين, 1]
 [الأخلاء, 1]
 [تحبرون, 1]
 [بصحاف, 1]
 [وأكواب, 3]
 [تشتهيه, 1]
 [وتلذ, 1]
 [يفتر, 1]
 [ليقض, 1]
 [ماكثون, 1]
 [جئناكم, 1]
 [أبرموا, 1]
 [مبرمون, 1]
 [نسمع, 2]
 [ورسلنا, 1]
 [فأنا, 1]
 [العابدين, 1]
 [ويلعبوا, 2]
 [يلاقوا, 3]
 [وتبارك, 1]
 [وقيله, 1]
 [يفرق, 1]
 [فارتقب, 2]
 [بدخان, 1]
 [اكشف, 1]
 [معلم, 1]
 [كاشفو, 1]
 [عائدون, 1]
 [نبطش, 1]
 [البطشة, 1]
 [أدوا, 1]
 [ترجمون, 1]
 [فاعتزلون, 1]
 [فدعا, 2]
 [مجرمون, 2]
 [واترك, 1]
 [رهوا, 1]
 [ونعمة, 2]
 [فاكهين, 2]
 [بكت, 1]
 [عاليا, 1]
 [اخترناهم, 1]
 [بمنشرين, 1]
 [بآبائنا, 2]
 [خلقناهما, 1]
 [ميقاتهم, 1]
 [مولى, 4]
 [شجرت, 1]
 [الأثيم, 1]
 [يغلي, 1]
 [كغلي, 1]
 [خذوه, 2]
 [فاعتلوه, 1]
 [صبوا, 1]
 [ذق, 1]
 [وزوجناهم, 2]
 [بحور, 2]
 [يذوقون, 2]
 [الموتة, 1]
 [ووقاهم, 2]
 [مرتقبون, 1]
 [يبث, 1]
 [ويل, 14]
 [يصر, 1]
 [اتخذها, 1]
 [يغفروا, 1]
 [شريعة, 1]
 [فاتبعها, 1]
 [اجترحوا, 1]
 [نجعلهم, 1]
 [محياهم, 1]
 [ومماتهم, 1]
 [ولتجزى, 1]
 [وأضله, 1]
 [بصره, 1]
 [يهلكنا, 1]
 [الدهر, 2]
 [يجمعكم, 2]
 [يخسر, 1]
 [جاثية, 1]
 [تدعى, 1]
 [كتابها, 1]
 [كتابنا, 1]
 [نستنسخ, 1]
 [فيدخلهم, 1]
 [فاستكبرتم, 1]
 [والساعة, 2]
 [ندري, 2]
 [نظن, 1]
 [بمستيقنين, 1]
 [ننساكم, 1]
 [بأنكم, 1]
 [وغرتكم, 2]
 [يخرجون, 5]
 [أثارة, 1]
 [دعائهم, 1]
 [حشر, 2]
 [بدعا, 1]
 [وكفرتم, 1]
 [واستكبرتم, 1]
 [سبقونا, 2]
 [قديم, 1]
 [ووضعته, 1]
 [وحمله, 1]
 [ثلاثون, 1]
 [وبلغ, 1]
 [نتقبل, 1]
 [ونتجاوز, 1]
 [الصدق, 1]
 [لوالديه, 1]
 [أتعدانني, 1]
 [وهما, 1]
 [يستغيثان, 1]
 [ويلك, 1]
 [وليوفيهم, 1]
 [يعرض, 3]
 [أذهبتم, 1]
 [طيباتكم, 1]
 [حياتكم, 1]
 [واستمتعتم, 1]
 [تفسقون, 1]
 [أخا, 1]
 [بالأحقاف, 1]
 [النذر, 4]
 [لتأفكنا, 1]
 [وأبلغكم, 1]
 [رأوه, 2]
 [عارضا, 1]
 [مستقبل, 1]
 [أوديتهم, 1]
 [عارض, 1]
 [ممطرنا, 1]
 [استعجلتم, 1]
 [تدمر, 1]
 [وأبصارا, 1]
 [وأفئدة, 1]
 [حضروه, 1]
 [أنصتوا, 1]
 [أجيبوا, 1]
 [داعي, 2]
 [ويجركم, 1]
 [يجب, 1]
 [بمعجز, 1]
 [يعي, 1]
 [بخلقهن, 1]
 [العزم, 1]
 [تستعجل, 1]
 [نهار, 1]
 [بالهم, 2]
 [أمثالهم, 2]
 [فضرب, 2]
 [أثخنتموهم, 1]
 [فشدوا, 1]
 [الوثاق, 1]
 [فداء, 1]
 [أوزارها, 1]
 [لانتصر, 1]
 [ليبلو, 1]
 [سيهديهم, 1]
 [ويصلح, 1]
 [ويدخلهم, 2]
 [عرفها, 1]
 [تنصروا, 1]
 [أقدامكم, 1]
 [فتعسا, 1]
 [كرهوا, 2]
 [دمر, 1]
 [يتمتعون, 1]
 [ويأكلون, 1]
 [والنار, 1]
 [قريتك, 1]
 [أخرجتك, 1]
 [ناصر, 2]
 [أنهار, 1]
 [آسن, 1]
 [وأنهار, 3]
 [لبن, 1]
 [يتغير, 1]
 [طعمه, 1]
 [خمر, 1]
 [عسل, 1]
 [مصفى, 1]
 [خالد, 1]
 [وسقوا, 1]
 [حميما, 3]
 [أمعاءهم, 1]
 [آنفا, 1]
 [وآتاهم, 1]
 [تقواهم, 1]
 [أشراطها, 1]
 [ذكراهم, 1]
 [متقلبكم, 1]
 [ومثواكم, 1]
 [نزلت, 1]
 [محكمة, 1]
 [المغشي, 1]
 [فأولى, 3]
 [وقول, 1]
 [أرحامكم, 2]
 [فأصمهم, 1]
 [وأعمى, 1]
 [أقفالها, 1]
 [ارتدوا, 1]
 [سول, 1]
 [وأملى, 1]
 [سنطيعكم, 1]
 [إسرارهم, 1]
 [توفتهم, 1]
 [أسخط, 1]
 [أضغانهم, 1]
 [لأريناكهم, 1]
 [فلعرفتهم, 1]
 [ولتعرفنهم, 1]
 [لحن, 1]
 [ونبلو, 1]
 [وشاقوا, 1]
 [وسيحبط, 1]
 [وتدعوا, 1]
 [يتركم, 1]
 [يسألكموها, 1]
 [فيحفكم, 1]
 [تبخلوا, 1]
 [أضغانكم, 1]
 [لتنفقوا, 1]
 [فمنكم, 2]
 [يبخل, 3]
 [يستبدل, 1]
 [تقدم, 1]
 [ذنبك, 1]
 [ويهديك, 1]
 [وينصرك, 1]
 [السكينة, 2]
 [ليدخل, 2]
 [الظانين, 1]
 [لتؤمنوا, 3]
 [وتعزروه, 1]
 [وتوقروه, 1]
 [وتسبحوه, 1]
 [يبايعونك, 2]
 [يبايعون, 1]
 [نكث, 1]
 [ينكث, 1]
 [فسيؤتيه, 1]
 [شغلتنا, 1]
 [وأهلونا, 1]
 [أهليهم, 1]
 [وظننتم, 1]
 [انطلقتم, 1]
 [لتأخذوها, 1]
 [ذرونا, 1]
 [نتبعكم, 1]
 [يبدلوا, 1]
 [تتبعونا, 1]
 [كذلكم, 1]
 [تحسدوننا, 1]
 [للمخلفين, 1]
 [ستدعون, 1]
 [تقاتلونهم, 1]
 [يسلمون, 1]
 [يعذبه, 1]
 [فعلم, 2]
 [وأثابهم, 1]
 [ومغانم, 1]
 [يأخذونها, 1]
 [تأخذونها, 1]
 [فعجل, 1]
 [وكف, 1]
 [ولتكون, 1]
 [قاتلكم, 1]
 [كف, 1]
 [ببطن, 1]
 [مكة, 1]
 [أظفركم, 1]
 [وصدوكم, 1]
 [معكوفا, 1]
 [مؤمنات, 3]
 [تعلموهم, 1]
 [تطئوهم, 1]
 [فتصيبكم, 1]
 [معرة, 1]
 [تزيلوا, 1]
 [لعذبنا, 1]
 [الحمية, 1]
 [حمية, 1]
 [وألزمهم, 1]
 [لتدخلن, 1]
 [محلقين, 1]
 [ومقصرين, 1]
 [فجعل, 2]
 [أشداء, 1]
 [رحماء, 1]
 [تراهم, 1]
 [ركعا, 1]
 [سيماهم, 1]
 [كزرع, 1]
 [شطأه, 1]
 [فآزره, 1]
 [فاستغلظ, 1]
 [فاستوى, 2]
 [سوقه, 1]
 [يعجب, 1]
 [الزراع, 1]
 [ليغيظ, 1]
 [ترفعوا, 1]
 [أصواتكم, 1]
 [صوت, 1]
 [تجهروا, 1]
 [كجهر, 1]
 [تحبط, 1]
 [يغضون, 1]
 [أصواتهم, 1]
 [امتحن, 1]
 [ينادونك, 1]
 [الحجرات, 1]
 [فاسق, 1]
 [تصيبوا, 1]
 [فتصبحوا, 1]
 [يطيعكم, 1]
 [لعنتم, 1]
 [حبب, 1]
 [وزينه, 1]
 [وكره, 1]
 [والفسوق, 1]
 [والعصيان, 1]
 [الراشدون, 1]
 [فأصلحوا, 3]
 [بغت, 1]
 [تبغي, 1]
 [تفيء, 1]
 [فاءت, 1]
 [وأقسطوا, 1]
 [أخويكم, 1]
 [يسخر, 1]
 [تلمزوا, 1]
 [تنابزوا, 1]
 [بالألقاب, 1]
 [الاسم, 1]
 [الفسوق, 1]
 [يتب, 1]
 [تجسسوا, 1]
 [يغتب, 1]
 [أيحب, 1]
 [فكرهتموه, 1]
 [وأنثى, 1]
 [شعوبا, 1]
 [وقبائل, 1]
 [لتعارفوا, 1]
 [أكرمكم, 1]
 [أتقاكم, 1]
 [أسلمنا, 1]
 [يلتكم, 1]
 [يرتابوا, 1]
 [الصادقون, 2]
 [بدينكم, 1]
 [يمنون, 1]
 [إسلامكم, 1]
 [ق, 1]
 [المجيد, 2]
 [عجبوا, 1]
 [تنقص, 1]
 [وعندنا, 1]
 [مريج, 1]
 [بنيناها, 2]
 [فروج, 1]
 [تبصرة, 1]
 [وحب, 1]
 [الحصيد, 1]
 [باسقات, 1]
 [طلع, 1]
 [نضيد, 1]
 [وأحيينا, 1]
 [وإخوان, 1]
 [أفعيينا, 1]
 [بالخلق, 1]
 [الأول, 2]
 [لبس, 1]
 [توسوس, 1]
 [حبل, 2]
 [الوريد, 1]
 [يتلقى, 1]
 [المتلقيان, 1]
 [قعيد, 1]
 [يلفظ, 1]
 [عتيد, 2]
 [سكرة, 1]
 [تحيد, 1]
 [معها, 1]
 [سائق, 1]
 [وشهيد, 1]
 [غطاءك, 1]
 [فبصرك, 1]
 [قرينه, 2]
 [ألقيا, 1]
 [مناع, 2]
 [للخير, 2]
 [معتد, 3]
 [فألقياه, 1]
 [أطغيته, 1]
 [تختصموا, 1]
 [بالوعيد, 1]
 [امتلأت, 1]
 [وتقول, 1]
 [مزيد, 2]
 [الخلود, 1]
 [فنقبوا, 1]
 [الغروب, 1]
 [فسبحه, 2]
 [وأدبار, 1]
 [واستمع, 1]
 [يناد, 1]
 [المناد, 1]
 [سراعا, 2]
 [بجبار, 1]
 [فذكر, 4]
 [والذاريات, 1]
 [ذروا, 1]
 [فالحاملات, 1]
 [فالجاريات, 1]
 [فالمقسمات, 1]
 [لصادق, 1]
 [لواقع, 3]
 [الحبك, 1]
 [أفك, 1]
 [الخراصون, 1]
 [ساهون, 2]
 [فتنتكم, 1]
 [آخذين, 1]
 [محسنين, 1]
 [يهجعون, 1]
 [وبالأسحار, 1]
 [للسائل, 2]
 [والمحروم, 2]
 [للموقنين, 1]
 [فورب, 1]
 [فجاء, 1]
 [سمين, 1]
 [فقربه, 1]
 [وبشروه, 1]
 [فأقبلت, 1]
 [صرة, 1]
 [فصكت, 1]
 [لنرسل, 1]
 [أرسلناه, 1]
 [بركنه, 1]
 [العقيم, 1]
 [تذر, 3]
 [أتت, 1]
 [جعلته, 1]
 [كالرميم, 1]
 [فعتوا, 1]
 [منتصرين, 1]
 [بأيد, 1]
 [لموسعون, 1]
 [فرشناها, 1]
 [الماهدون, 1]
 [ففروا, 1]
 [أتواصوا, 1]
 [طاغون, 2]
 [بملوم, 1]
 [ليعبدون, 1]
 [يطعمون, 1]
 [الرزاق, 1]
 [المتين, 1]
 [ذنوبا, 1]
 [ذنوب, 1]
 [أصحابهم, 1]
 [والطور, 1]
 [مسطور, 1]
 [رق, 1]
 [منشور, 1]
 [والبيت, 1]
 [المعمور, 1]
 [والسقف, 1]
 [المرفوع, 1]
 [المسجور, 1]
 [دافع, 2]
 [تمور, 2]
 [مورا, 1]
 [وتسير, 1]
 [سيرا, 1]
 [للمكذبين, 12]
 [خوض, 1]
 [أفسحر, 1]
 [ونعيم, 1]
 [مصفوفة, 2]
 [واتبعتهم, 1]
 [بإيمان, 1]
 [ألحقنا, 1]
 [ألتناهم, 1]
 [رهين, 1]
 [وأمددناهم, 1]
 [كأسا, 2]
 [لغو, 1]
 [تأثيم, 1]
 [ويطوف, 2]
 [غلمان, 1]
 [لؤلؤ, 1]
 [ووقانا, 1]
 [ندعوه, 1]
 [بكاهن, 1]
 [المنون, 1]
 [تربصوا, 1]
 [المتربصين, 1]
 [تأمرهم, 1]
 [أحلامهم, 1]
 [تقوله, 1]
 [فليأتوا, 2]
 [بحديث, 1]
 [الخالقون, 2]
 [المصيطرون, 1]
 [فليأت, 1]
 [مستمعهم, 1]
 [مغرم, 2]
 [مثقلون, 2]
 [المكيدون, 1]
 [ساقطا, 1]
 [مركوم, 1]
 [يصعقون, 1]
 [لحكم, 3]
 [وإدبار, 1]
 [والنجم, 2]
 [صاحبكم, 2]
 [غوى, 1]
 [وحي, 1]
 [القوى, 1]
 [بالأفق, 2]
 [دنا, 1]
 [فتدلى, 1]
 [قاب, 1]
 [قوسين, 1]
 [الفؤاد, 1]
 [أفتمارونه, 1]
 [نزلة, 1]
 [سدرة, 1]
 [المنتهى, 2]
 [السدرة, 1]
 [زاغ, 1]
 [اللات, 1]
 [والعزى, 1]
 [ومناة, 1]
 [الثالثة, 1]
 [ألكم, 1]
 [الأنثى, 2]
 [قسمة, 2]
 [ضيزى, 1]
 [والأولى, 3]
 [ويرضى, 1]
 [ليسمون, 1]
 [تسمية, 1]
 [مبلغهم, 1]
 [ويجزي, 1]
 [بالحسنى, 3]
 [اللمم, 1]
 [المغفرة, 2]
 [أجنة, 1]
 [تزكوا, 1]
 [وأعطى, 1]
 [وأكدى, 1]
 [أعنده, 1]
 [ينبأ, 2]
 [صحف, 3]
 [وفى, 1]
 [سعيه, 1]
 [يجزاه, 1]
 [الجزاء, 1]
 [الأوفى, 1]
 [أضحك, 1]
 [وأبكى, 1]
 [أمات, 1]
 [وأحيا, 1]
 [الزوجين, 2]
 [وأقنى, 1]
 [الشعرى, 1]
 [أبقى, 1]
 [وأطغى, 1]
 [والمؤتفكة, 1]
 [أهوى, 1]
 [فغشاها, 1]
 [غشى, 1]
 [تتمارى, 1]
 [أزفت, 1]
 [كاشفة, 1]
 [تعجبون, 1]
 [وتضحكون, 1]
 [تبكون, 1]
 [سامدون, 1]
 [فاسجدوا, 1]
 [اقتربت, 1]
 [وانشق, 1]
 [يعرضوا, 1]
 [ويقولوا, 1]
 [مستمر, 2]
 [مزدجر, 1]
 [حكمة, 1]
 [بالغة, 2]
 [نكر, 1]
 [خشعا, 1]
 [جراد, 1]
 [منتشر, 1]
 [عسر, 2]
 [وازدجر, 1]
 [مغلوب, 1]
 [فانتصر, 1]
 [ففتحنا, 1]
 [منهمر, 1]
 [عيونا, 1]
 [فالتقى, 1]
 [وحملناه, 1]
 [ألواح, 1]
 [ودسر, 1]
 [تركناها, 1]
 [مدكر, 6]
 [يسرنا, 4]
 [نحس, 1]
 [تنزع, 1]
 [أعجاز, 2]
 [نخل, 2]
 [منقعر, 1]
 [بالنذر, 4]
 [أبشرا, 1]
 [نتبعه, 1]
 [وسعر, 2]
 [أألقي, 1]
 [أشر, 2]
 [سيعلمون, 3]
 [الكذاب, 1]
 [الأشر, 1]
 [مرسلو, 1]
 [فارتقبهم, 1]
 [محتضر, 1]
 [صاحبهم, 1]
 [فتعاطى, 1]
 [فعقر, 1]
 [كهشيم, 1]
 [المحتظر, 1]
 [نجيناهم, 1]
 [أنذرهم, 1]
 [بطشتنا, 1]
 [فتماروا, 1]
 [راودوه, 1]
 [ضيفه, 1]
 [فطمسنا, 1]
 [صبحهم, 1]
 [مقتدر, 2]
 [أكفاركم, 1]
 [أولئكم, 1]
 [الزبر, 2]
 [منتصر, 1]
 [سيهزم, 1]
 [ويولون, 1]
 [الدبر, 1]
 [أدهى, 1]
 [سقر, 4]
 [بالبصر, 1]
 [أشياعكم, 1]
 [صغير, 1]
 [وكبير, 1]
 [مستطر, 1]
 [ونهر, 1]
 [مقعد, 1]
 [مليك, 1]
 [البيان, 1]
 [بحسبان, 1]
 [يسجدان, 1]
 [رفعها, 1]
 [الميزان, 3]
 [الوزن, 1]
 [تخسروا, 1]
 [وضعها, 1]
 [للأنام, 1]
 [الأكمام, 1]
 [والحب, 1]
 [العصف, 1]
 [والريحان, 1]
 [تكذبان, 31]
 [كالفخار, 1]
 [الجان, 1]
 [مارج, 1]
 [المغربين, 1]
 [يلتقيان, 1]
 [يبغيان, 1]
 [اللؤلؤ, 2]
 [والمرجان, 2]
 [المنشآت, 1]
 [فان, 1]
 [ويبقى, 1]
 [الجلال, 2]
 [والإكرام, 2]
 [يسأله, 1]
 [سنفرغ, 1]
 [الثقلان, 1]
 [تنفذوا, 1]
 [أقطار, 1]
 [فانفذوا, 1]
 [تنفذون, 1]
 [عليكما, 1]
 [شواظ, 1]
 [ونحاس, 1]
 [تنتصران, 1]
 [انشقت, 2]
 [وردة, 1]
 [كالدهان, 1]
 [ذنبه, 1]
 [إنس, 3]
 [يعرف, 1]
 [فيؤخذ, 1]
 [بالنواصي, 1]
 [والأقدام, 1]
 [يطوفون, 1]
 [آن, 1]
 [ذواتا, 1]
 [أفنان, 1]
 [عينان, 2]
 [تجريان, 1]
 [زوجان, 1]
 [فرش, 1]
 [بطائنها, 1]
 [إستبرق, 1]
 [وجنى, 1]
 [دان, 1]
 [يطمثهن, 2]
 [الياقوت, 1]
 [الإحسان, 2]
 [مدهامتان, 1]
 [نضاختان, 1]
 [ورمان, 1]
 [خيرات, 1]
 [حسان, 2]
 [حور, 1]
 [مقصورات, 1]
 [الخيام, 1]
 [رفرف, 1]
 [وعبقري, 1]
 [وقعت, 2]
 [الواقعة, 2]
 [لوقعتها, 1]
 [كاذبة, 2]
 [خافضة, 1]
 [رافعة, 1]
 [رجت, 1]
 [رجا, 1]
 [وبست, 1]
 [بسا, 1]
 [منبثا, 1]
 [فأصحاب, 1]
 [الميمنة, 3]
 [المشأمة, 3]
 [السابقون, 1]
 [ثلة, 2]
 [موضونة, 1]
 [ولدان, 2]
 [مخلدون, 2]
 [بأكواب, 1]
 [وأباريق, 1]
 [وكأس, 1]
 [وفاكهة, 3]
 [يتخيرون, 1]
 [طير, 1]
 [وحور, 1]
 [كأمثال, 1]
 [المكنون, 1]
 [تأثيما, 1]
 [مخضود, 1]
 [وطلح, 1]
 [وظل, 2]
 [ممدود, 1]
 [وماء, 1]
 [مسكوب, 1]
 [مقطوعة, 1]
 [ممنوعة, 1]
 [وفرش, 1]
 [مرفوعة, 3]
 [أنشأناهن, 1]
 [إنشاء, 1]
 [فجعلناهن, 1]
 [أبكارا, 1]
 [عربا, 1]
 [أترابا, 2]
 [لأصحاب, 2]
 [وثلة, 1]
 [سموم, 1]
 [وحميم, 1]
 [يحموم, 1]
 [مترفين, 1]
 [يصرون, 1]
 [الحنث, 1]
 [أئذا, 1]
 [والآخرين, 1]
 [لمجموعون, 1]
 [المكذبون, 1]
 [زقوم, 1]
 [فشاربون, 2]
 [الهيم, 1]
 [نزلهم, 1]
 [تصدقون, 1]
 [تخلقونه, 1]
 [بمسبوقين, 2]
 [نبدل, 2]
 [وننشئكم, 1]
 [تحرثون, 1]
 [تزرعونه, 1]
 [الزارعون, 1]
 [فظلتم, 1]
 [تفكهون, 1]
 [لمغرمون, 1]
 [محرومون, 2]
 [أنزلتموه, 1]
 [المزن, 1]
 [المنزلون, 1]
 [أجاجا, 1]
 [تورون, 1]
 [أنشأتم, 1]
 [شجرتها, 1]
 [المنشئون, 1]
 [للمقوين, 1]
 [باسم, 4]
 [أقسم, 8]
 [بمواقع, 1]
 [لقسم, 1]
 [لقرآن, 1]
 [يمسه, 1]
 [المطهرون, 1]
 [أفبهذا, 1]
 [مدهنون, 1]
 [الحلقوم, 1]
 [حينئذ, 1]
 [مدينين, 1]
 [ترجعونها, 1]
 [فروح, 1]
 [وريحان, 1]
 [وجنت, 1]
 [فسلام, 1]
 [فنزل, 1]
 [وتصلية, 1]
 [جحيم, 2]
 [سبح, 4]
 [والآخر, 1]
 [والظاهر, 1]
 [والباطن, 1]
 [مستخلفين, 1]
 [وقاتل, 1]
 [نورهم, 2]
 [وبأيمانهم, 2]
 [بشراكم, 1]
 [انظرونا, 1]
 [نقتبس, 1]
 [نوركم, 1]
 [فالتمسوا, 1]
 [بسور, 1]
 [باطنه, 1]
 [وظاهره, 1]
 [ينادونهم, 1]
 [وتربصتم, 1]
 [وارتبتم, 1]
 [الأماني, 1]
 [وغركم, 1]
 [مأواكم, 1]
 [يأن, 1]
 [تخشع, 1]
 [فطال, 1]
 [الأمد, 1]
 [فقست, 1]
 [والمصدقات, 1]
 [وأقرضوا, 2]
 [الصديقون, 1]
 [ونورهم, 1]
 [وتفاخر, 1]
 [وتكاثر, 1]
 [غيث, 1]
 [أعجب, 1]
 [سابقوا, 1]
 [كعرض, 1]
 [نبرأها, 1]
 [تأسوا, 1]
 [تفرحوا, 1]
 [ليقوم, 1]
 [مهتد, 1]
 [قفينا, 1]
 [برسلنا, 1]
 [ورهبانية, 1]
 [ابتدعوها, 1]
 [كتبناها, 1]
 [رعوها, 1]
 [رعايتها, 1]
 [فآتينا, 1]
 [برسوله, 1]
 [كفلين, 1]
 [تمشون, 1]
 [تجادلك, 1]
 [وتشتكي, 1]
 [تحاوركما, 1]
 [يظاهرون, 2]
 [ولدنهم, 1]
 [منكرا, 1]
 [يعودون, 2]
 [يتماسا, 2]
 [توعظون, 1]
 [فإطعام, 1]
 [ستين, 1]
 [مسكينا, 3]
 [يحادون, 2]
 [كبتوا, 1]
 [كبت, 1]
 [أحصاه, 1]
 [ونسوه, 1]
 [ويتناجون, 1]
 [ومعصيت, 2]
 [حيوك, 1]
 [يحيك, 1]
 [يعذبنا, 1]
 [تناجيتم, 1]
 [تتناجوا, 1]
 [وتناجوا, 1]
 [ليحزن, 1]
 [بضارهم, 1]
 [تفسحوا, 1]
 [المجالس, 1]
 [فافسحوا, 1]
 [يفسح, 1]
 [انشزوا, 1]
 [فانشزوا, 1]
 [ناجيتم, 1]
 [فقدموا, 1]
 [نجواكم, 2]
 [أأشفقتم, 1]
 [صدقات, 1]
 [وتاب, 1]
 [فيحلفون, 1]
 [استحوذ, 1]
 [فأنساهم, 2]
 [الأذلين, 1]
 [لأغلبن, 1]
 [يوادون, 1]
 [حاد, 1]
 [إخوانهم, 1]
 [عشيرتهم, 1]
 [وأيدهم, 1]
 [لأول, 1]
 [الحشر, 1]
 [مانعتهم, 1]
 [حصونهم, 1]
 [يحتسبوا, 1]
 [يخربون, 1]
 [وأيدي, 1]
 [فاعتبروا, 1]
 [الجلاء, 1]
 [لعذبهم, 1]
 [يشاق, 1]
 [قطعتم, 1]
 [لينة, 1]
 [تركتموها, 1]
 [أصولها, 1]
 [وليخزي, 1]
 [أوجفتم, 1]
 [خيل, 1]
 [ركاب, 1]
 [يسلط, 1]
 [دولة, 1]
 [الأغنياء, 1]
 [نهاكم, 1]
 [فانتهوا, 1]
 [وينصرون, 1]
 [تبوءوا, 1]
 [هاجر, 1]
 [ويؤثرون, 1]
 [خصاصة, 1]
 [يوق, 2]
 [شح, 2]
 [ولإخواننا, 1]
 [غلا, 1]
 [أخرجتم, 1]
 [لنخرجن, 1]
 [نطيع, 1]
 [قوتلتم, 1]
 [لننصرنكم, 1]
 [قوتلوا, 1]
 [نصروهم, 1]
 [ليولن, 1]
 [لأنتم, 1]
 [رهبة, 1]
 [محصنة, 1]
 [جدر, 1]
 [بأسهم, 1]
 [تحسبهم, 1]
 [اكفر, 1]
 [عاقبتهما, 1]
 [ولتنظر, 1]
 [لغد, 1]
 [لرأيته, 1]
 [خاشعا, 1]
 [متصدعا, 1]
 [القدوس, 2]
 [المؤمن, 1]
 [المهيمن, 1]
 [الجبار, 1]
 [المتكبر, 1]
 [الخالق, 1]
 [البارئ, 1]
 [المصور, 1]
 [عدوي, 1]
 [تلقون, 1]
 [بالمودة, 2]
 [خرجتم, 1]
 [مرضاتي, 1]
 [أخفيتم, 1]
 [أعلنتم, 1]
 [يفعله, 1]
 [يثقفوكم, 1]
 [ويبسطوا, 1]
 [وألسنتهم, 1]
 [وودوا, 1]
 [تنفعكم, 1]
 [لقومهم, 1]
 [برآء, 1]
 [لأستغفرن, 1]
 [أنبنا, 1]
 [عاديتم, 1]
 [ينهاكم, 2]
 [يخرجوكم, 1]
 [تبروهم, 1]
 [وتقسطوا, 1]
 [وأخرجوكم, 1]
 [وظاهروا, 1]
 [إخراجكم, 1]
 [مهاجرات, 1]
 [فامتحنوهن, 1]
 [بإيمانهن, 1]
 [علمتموهن, 1]
 [ترجعوهن, 1]
 [تمسكوا, 1]
 [بعصم, 1]
 [الكوافر, 1]
 [وليسألوا, 1]
 [فعاقبتم, 1]
 [فآتوا, 1]
